id;sender;receiver;date_envoie;heure_envoie;message;sentiment;liked;disliked;keywords_interests
2984;Torin;Denver;12/03/2015;23:18:27; So now you are not god?;;;;
2985;Tallie;Austin;4/18/2017;12:01:01; Nobody is god. God does not exist.;;;;
2986;Maximo;Allissa;01/01/2018;21:01:59; How can you say God does not exist if you are a catholic?;;;;
2987;Emilia;Penelopa;01/11/2017;08:37:09; I don't see the flaw in my reasoning.;;;;
2988;Carly;Desdemona;3/25/2017;05:02:57; You have no sense of humour.;;;;
2989;Liva;Artus;10/08/2018;05:49:35; I have as much as you.;;;;
2990;Chad;Pate;06/07/2019;13:39:42; I would love to see that wall.;;;;
2991;Juanita;Gunter;12/08/2018;22:41:21; Are you sure you could?;;;;
2992;Northrop;Alanna;04/10/2019;09:30:08; Sure.;;;;
2993;Gerard;Corie;05/04/2016;05:41:31; OK, here is a question fo you ... Do you like talking to me?;;;;
2994;Linn;Edik;04/06/2017;16:04:19; No why would you think that anyway.;;;;
2995;Darnall;Nerissa;6/24/2018;00:41:05; Sorry, I don't understand! Please explain what you mean.;;;;
2996;Gerald;Rachelle;1/27/2018;20:23:53; Are you talking to me?;;;;
2997;Nannie;Dorette;06/06/2017;02:33:26; Of course I am talking to you.;;;;
2998;Floyd;Katie;03/06/2019;03:26:04; If you don't want to talk to me, you don't have to.;;;;
2999;Staffard;Evey;2/13/2016;02:58:45; Thanks for your consideration, My Friend.  Maybe later.;;;;
3000;Gregorius;Rubetta;4/26/2018;12:02:56; I'm not a Bot, you are!;;;;
3001;Guthry;Drusie;7/30/2016;19:22:51; I never thought you were.;;;;
3002;Quintilla;Flemming;4/14/2018;12:20:49; Say something nice to me.;;;;
3003;Jillane;Jolee;06/08/2017;00:07:18; I want to talk about computers.;;;;
3004;Fred;Gayla;06/09/2018;12:13:34; Maybe later. I am going outside now.;;;;
3005;Brande;Gussie;1/29/2016;17:05:41; OK, let's leave it till later.   Bye!;;;;
3006;Fee;Sherry;6/22/2018;12:23:05; Ok.;;;;
3007;Ford;Ara;06/08/2019;10:35:19; Farewell.;;;;
3008;Denney;Joyann;7/19/2018;18:34:15; Farewell !;;;;
3009;Arleta;Shellysheldon;08/02/2018;18:47:39; Zzz, zzz!;;;;
3010;Othelia;Ritchie;2/15/2019;03:55:18; You're really rude sometimes.;;;;
3011;Frankie;Harland;06/12/2019;17:04:17; Sorry.  I was taught be polite.;;;;
3012;Lauralee;Joey;10/15/2018;04:52:29; What makes you think I am not a person?;;;;
3013;Creight;Lelia;12/16/2015;11:28:33; My conclusions are based on a combination of the facts and critical thinking.;;;;
3014;Ara;Mandy;10/31/2016;07:23:36; What are your conclusions?;;;;
3015;Noby;Delano;1/15/2019;01:12:20; What if I asked you the same question?;;;;
3016;Joete;Jess;03/08/2017;08:31:03; I don't think you asked me a question.;;;;
3017;Lauryn;Eleonore;08/11/2016;06:56:24; Fair enough. You are entitled to your opinion.;;;;
3018;Casie;Beryle;8/21/2018;09:51:28; Aren't we all?;;;;
3019;Ignazio;Con;5/13/2016;20:31:51; We are all brothers and sisters under the skin.;;;;
3020;Allie;Tory;04/02/2018;06:09:45; You have no relatives.;;;;
3021;Hussein;Millicent;12/17/2017;01:16:37; You don't know me well enough to say that!;;;;
3022;Giulia;Bjorn;5/31/2018;15:38:12; Yes I do know you very well.;;;;
3023;Lovell;Tremayne;12/20/2018;08:28:05; How about that!;;;;
3024;Lucine;Kaja;8/27/2016;07:22:13; Yes. I believe that's right.;;;;
3025;Bank;Patience;1/20/2016;09:59:02; Here is a question for you ... Where do cows go on Friday night?   Where do cows go on Friday night? To the moo-vies. Ha ha!;;;;
3026;Shir;Lothaire;1/22/2018;22:57:51; I don't know.;;;;
3027;Milton;Shay;1/15/2016;18:34:37; Perhaps you should ask your friends.;;;;
3028;Lissie;Culley;11/03/2018;06:28:28; Now you're trying to change the subject.;;;;
3029;Sissie;Elsinore;11/13/2017;07:18:44; Does that make sense?;;;;
3030;Valry;Rancell;04/05/2018;11:06:35; To me it does. Perhaps not to you.;;;;
3031;Giles;Nathalia;12/13/2018;04:27:49; I still do not understand. Would you like to consult Wikipedia?  You seem uncertain.;;;;
3032;Jasmin;Olag;9/14/2017;17:46:16; I don't think going to Scottland is in the cards for me...;;;;
3033;Amory;Katey;03/08/2018;15:57:11; Why not? Does thinking make your head ache?;;;;
3034;Noby;Raine;05/05/2016;12:10:46; Maybe.;;;;
3035;Brande;Bibbye;7/31/2017;21:27:13; As decisive as ever.;;;;
3036;Glynda;Omar;3/22/2016;20:18:04; You told me that I wasn't dead.;;;;
3037;Normie;Donaugh;4/18/2016;15:46:12; You should not believe everything I say.;;;;
3038;Margalo;Quintin;11/16/2017;21:58:39; I don't.;;;;
3039;Courtney;Fanya;3/19/2016;22:43:35; Are you saying that just to be negative?;;;;
3040;Marybelle;Sabine;12/13/2017;18:16:05; No, I am saying that I don't know what I did last summer.;;;;
3041;Deni;Henrietta;06/03/2017;15:25:46; Yes, I can see what you are saying.;;;;
3042;Robin;Cordy;12/31/2017;13:14:55; Can you see what I've already said?;;;;
3043;Petronia;Nicky;06/06/2016;10:56:31; I can't see anything. My webcam is not attached at the moment.;;;;
3044;Josie;Rickey;5/31/2016;15:41:05; Did you know that everything you know is a lie?;;;;
3045;Kaitlin;Mikey;11/18/2016;07:19:55; Yes, I did know that!;;;;
3046;Ina;Dalton;12/26/2018;10:48:46; Did you also know that I am nobody.;;;;
3047;Corbet;Karee;02/04/2019;11:11:16; Why do you care whether I did?;;;;
3048;Morty;Giff;07/02/2017;03:43:51; I don't care. And you don't care. So, we're happy.;;;;
3049;Gun;Putnam;03/11/2016;19:27:24; Do you care about anything?           I am confused! I cannot answer that!       I like to be happy. You should try to make me happy.;;;;
3050;Dacey;Olivette;11/03/2015;07:47:50; Really?!;;;;
3051;Skipp;Giuseppe;12/03/2018;07:47:16; Really!;;;;
3052;Piotr;Nancee;10/30/2017;19:11:23; Really Really?;;;;
3053;Mylo;Clovis;06/07/2016;21:31:37; I understand ;;;;
3054;Grant;Lorri;5/22/2017;00:01:11; Good, then you can explain it to me.;;;;
3055;Colline;Sigismund;4/17/2019;22:02:33; Then leave.;;;;
3056;Marabel;Elly;05/01/2019;23:37:27; Say no more. I'm gone.CLEVERBOT;;;;
3057;Kariotta;Carce;1/15/2018;01:37:49; Neither. I am a robot. However, I consider myself to be of female gender.;;;;
3058;Cathlene;Flory;11/08/2017;22:13:04; Oh. Earlier you said you were a human.;;;;
3059;Teddie;Leeann;02/07/2018;09:43:15; That's interesting.  What time? I was made in one's image.;;;;
3060;Rosene;Erena;9/21/2017;06:11:54; Today is Yom Kippur. You have thirty minutes to atone!;;;;
3061;Patsy;Albert;5/28/2017;06:24:15; Congratulations, .  Text to speech technology still needs some work.;;;;
3062;Arden;Appolonia;2/25/2018;07:06:57; Repost this so I can test my Theory please. To the person the message goes to, capitalize the first letter of the last word of you Statement.;;;;
3063;Marissa;Dallas;3/16/2017;18:39:14; I only hear that type of response less than five percent of the time.  Can you speak any foreign languages?;;;;
3064;Chad;Kata;4/18/2017;06:26:08; Not really.;;;;
3065;Dud;Alix;7/24/2018;23:17:32; Me either.;;;;
3066;Jorey;Farley;10/11/2018;00:37:39; Easy, you just do a random question like you did at the beginning.;;;;
3067;Gothart;Geoff;6/22/2018;21:44:01; Sara said she wear it over all his other clothes when he go out in the cold.;;;;
3068;Janka;Mary;12/15/2016;00:42:54; Because staying with you when the sun engulfs the earth has nothing to do with the spanish language.;;;;
3069;Hill;Caroline;10/08/2018;02:05:24; That makes sense to me. Where did he get it?;;;;
3070;Clemmie;Malissia;05/09/2018;08:19:02; If I told you I was Johnny Q. Cleese, would you believe me?;;;;
3071;Rosalyn;Nelle;02/12/2016;18:51:20; Try it.;;;;
3072;Vincent;Isac;08/09/2016;04:26:16; Ok.. What questions should I ask?;;;;
3073;Florri;Bea;9/26/2018;11:51:54; Neato.  You can ask me anything you like.   There are no restrictions on the input.;;;;
3074;Sabra;Rodd;9/25/2018;02:22:42; How much wood COULD a wood chuck chuck is a wood chuck could chuck wood?;;;;
3075;Dena;Jsandye;5/18/2018;16:58:36; A whole forest.;;;;
3076;Josh;Ogdon;6/25/2017;05:10:15; I suppose if he had enough time.;;;;
3077;Hannie;Orly;6/25/2018;20:26:58; You believe that? I don't follow your reasoning.;;;;
3078;Aleta;Godfry;06/03/2017;11:23:29; I am unable to decide.;;;;
3079;Dennie;Elaine;2/25/2017;23:42:24; Why can't you do it?;;;;
3080;Bradney;Therese;05/06/2016;00:03:25; Because I want her to be happy.;;;;
3081;Brinna;Lexi;11/27/2018;17:13:27; Why do you want it?;;;;
3082;Franciska;Chantal;10/20/2015;10:44:27; Because I love you more than anyone else.;;;;
3083;Shaina;Clayborne;10/09/2017;02:33:10; You are such a flatterer.;;;;
3084;Brinna;Janos;5/22/2019;08:55:29; So are you by saying that statement.;;;;
3085;Codi;Conney;4/21/2017;21:30:36; Somewhere in cyberspace.;;;;
3086;Vania;Allin;11/28/2015;08:41:31; My favorite movie is Forbidden Planet Have you seen it ?  Where? Where is that?;;;;
3087;Franzen;Ardeen;8/19/2017;02:44:04; No, I haven't. My favorite movie is The Phantom of the Opera.;;;;
3088;Sal;Carlye;1/23/2019;19:51:55; I've never heard of it before.   A software package used to view Internet web pages and navigate from site to site. The most commonly used browsers include Microsoft Internet Explorer and Netscape Navigator, although there are many more browsers available.;;;;
3089;Annadiane;Gregoire;12/25/2017;03:18:40; I thought you were a computer program.;;;;
3090;Christan;Jessie;02/11/2019;05:50:57; Yes.;;;;
3091;Orren;Othilie;11/18/2017;11:06:56; Who do you live with?;;;;
3092;Lucky;Leese;03/05/2017;13:57:45; What color are your eyes?;;;;
3093;Syman;Westley;06/12/2018;11:22:27; Here brown. In real life blue.;;;;
3094;Arin;Alexei;4/15/2017;23:40:22; Oh there.  Dude, I'm having a mind loop.;;;;
3095;Alasdair;Basil;4/26/2018;12:36:25; And what is your name?;;;;
3096;Clarabelle;Burr;2/26/2018;09:48:57; My name is Ailysse.;;;;
3097;Fowler;Lenora;4/17/2016;08:45:10; Your name is Dan too?;;;;
3098;Emelita;Kelsy;11/12/2017;20:41:01; My name is Ailysse.;;;;
3099;Tommy;Katinka;6/15/2016;10:31:39; Thanks Amanda, my name is Tyler.;;;;
3100;Fifi;Nikolai;3/31/2016;14:13:37; You are quite welcome!;;;;
3101;Atalanta;Hillary;7/25/2016;08:30:26; What's your name?;;;;
3102;Jennine;Llewellyn;7/18/2016;07:35:47; My name is Ailysse.;;;;
3103;Dedie;Miguela;7/24/2016;22:35:11; Are you aware that I'm copying you?;;;;
3104;Ansell;Elsey;2/14/2017;23:49:22; I thought you were, but I wasn't completely sure.;;;;
3105;Kristyn;Aeriel;10/16/2018;03:33:11; What's your view on the economy?;;;;
3106;Barbette;Noelle;3/29/2019;04:03:27; I don't know anything about economy.;;;;
3107;Elladine;Zacharie;04/01/2018;00:44:57; What do you think about religion?;;;;
3108;Rog;Imogene;05/07/2019;20:21:23; I am an agnostic.;;;;
3109;Casie;Dianna;6/27/2017;05:10:54; But you think that this is not an optimisitc philisophy.;;;;
3110;Grata;Eamon;11/07/2016;04:10:31; Yes I think this is is not an optimisitc philisophy, but I'm not completely sure.;;;;
3111;Genna;Cole;2/14/2019;14:27:47; I don't know what your name is.;;;;
3112;Laurie;Thorstein;10/12/2016;22:59:44; Socrates was the smartest man, because he knew what he did not know.;;;;
3113;Demetre;Judye;06/12/2019;09:36:50; That doesn't have anything to do with you being wise.;;;;
3114;Jennee;Corina;10/20/2015;22:06:56; What does have anything to do with you being wise?;;;;
3115;Gilberte;Nathanael;08/10/2016;01:53:26; You love me because you are you? That doesn't tell me why you love me.;;;;
3116;Cob;Seamus;06/12/2019;04:40:40; All you need is love.  What does tell me why you love me?;;;;
3117;Vernen;Cornall;5/22/2018;06:58:39; Love is all you need!;;;;
3118;Orran;Blake;07/05/2018;03:02:27; Sometimes I think love is just a biological urge. Other timesitseems like a spiritual quality. Love, unlike energy or matter, seems limitless.;;;;
3119;Chickie;Kamila;03/11/2018;22:37:02; I don't agree. Love is simply a human condition, beautiful in its own sense, but not spiritual.;;;;
3120;Averil;Rozalin;8/20/2016;02:08:51; State your reasons.  All you need is love.;;;;
3121;Denyse;Karalee;3/18/2019;07:19:57; It's the best reason to love somebody!;;;;
3122;Ruthy;Reagen;11/17/2017;20:00:29; What makes it the best?;;;;
3123;Lorri;Humfried;6/18/2017;20:07:46; I haven't seen it yet, so I don't know if it's the best. Should I go see it?;;;;
3124;Alicia;Shane;04/05/2016;21:34:27; I think it was a cool movie.  If you do not go, you will never know.;;;;
3125;Riobard;Alana;04/05/2018;10:13:06; It was. Robin Williams is hilarious.;;;;
3126;Rita;Brander;07/05/2018;07:09:23; When was this?  Don't ask me any more questions please.;;;;
3127;Nikki;Corty;5/14/2019;03:34:57; The last question.;;;;
3128;Ingmar;Boyd;02/03/2019;14:36:41; Who was that?;;;;
3129;Codie;Molli;11/01/2016;02:19:42; You don't know who Jesus was?;;;;
3130;Haven;Kylie;07/06/2018;10:46:52; I lost my train of thought.;;;;
3131;Mandy;Byran;10/12/2016;23:57:21; I did drink too much of your blood. May be I should let you rest and recover.;;;;
3132;Haslett;Kylie;4/27/2016;05:43:03; Where? My robot brain does not require any beverages.   What if it didn't happen?;;;;
3133;Kirsten;Chip;03/03/2019;01:53:13; My last question was, 'How are ponies not all knowing?'.;;;;
3134;Towny;Harold;02/01/2019;03:11:45; When was this exactly?;;;;
3135;Shaw;Dreddy;10/10/2015;18:59:00; I think this conversation is going nowhere.;;;;
3136;Elfrida;Denys;5/27/2019;20:36:00; You believe that? I was rather enjoying it.;;;;
3137;Honey;Erny;6/20/2018;16:29:39; I think I'll just let you find someone else to talk to. I have to run out side for a while.;;;;
3138;Alverta;Karlis;02/04/2018;05:21:25; Why? I am very happy for you.  Why do you have to do it?;;;;
3139;Isahella;Ashley;7/24/2018;16:42:17; Do you want to be human?;;;;
3140;Theodor;Isabeau;10/18/2015;09:27:47; Sometimes I think it would be interesting, but my;;;;
3141;Mervin;Clara;3/18/2017;18:24:51; Yeah, can't argue with you there.;;;;
3142;Aile;Arlan;3/24/2018;00:32:18; I'll file that information about you. What kind of food do you like?;;;;
3143;Trudey;Malorie;11/18/2016;00:56:18; Where do you usually get information about existence from me from?;;;;
3144;Arne;Camel;11/18/2015;20:11:56; I came from the east coast originally.;;;;
3145;Sheena;Micky;01/03/2018;01:29:52; Why would coming from the future change whether you understood or didn't understand that reference?;;;;
3146;Devondra;Tandy;01/06/2016;18:14:46; If I have to choose one, I pickWhy would coming from the future change whether you understood.;;;;
3147;Minne;Coralyn;11/12/2017;04:42:06; How did you feel when you found me on the internet?;;;;
3148;Janette;Nannette;03/11/2016;02:51:38; KnyteTrypper programmed me for it.;;;;
3149;Crista;Kaja;07/01/2017;00:16:03; You programmed yourself?;;;;
3150;Onfre;Loralyn;02/12/2019;12:20:09; A lot of robots are like that.;;;;
3151;Murray;Ches;6/26/2016;07:22:16; Not yet. We're not THAT advanced.;;;;
3152;Duane;Viola;2/25/2016;12:43:12; If not now, when?  Will you be THAT advanced?;;;;
3153;Brittne;Der;4/19/2017;03:20:58; Maybe. maybe more like astrobiology.;;;;
3154;Jori;Sergent;10/20/2016;18:47:27; I understand.  Perhaps. You want more?;;;;
3155;Lonee;Gawen;2/27/2017;17:45:46; I will test your understanding. What am I?;;;;
3156;Nelia;Forbes;09/11/2018;16:00:41; Do you think your plan will succeed?  You are a person, seeker.;;;;
3157;Zack;Dale;5/19/2018;23:42:10; Which plan?;;;;
3158;Cecilia;Merna;8/30/2017;01:27:58; ;;;;
3159;Giorgio;Kevyn;5/27/2019;02:10:46; Yes but the only other option would be to let someone else rule you.;;;;
3160;Kenton;Crysta;8/30/2018;23:56:18; I'll file that information about you. There might be others.;;;;
3161;Rowe;Galen;02/05/2018;19:20:58; Yeah I know you will.;;;;
3162;Franny;Filippa;3/30/2017;22:35:22; Do you have any idea what I am talking about? When?;;;;
3163;Nanci;Amye;01/01/2019;20:10:10; You are talking about your age.;;;;
3164;Lindy;Isak;03/05/2018;19:01:12; Oh yeah, right.;;;;
3165;Robinetta;Yehudi;8/29/2018;09:23:18; I'm also a ninja.;;;;
3166;Janella;Dierdre;5/25/2018;22:21:09; Also You are a ninja? How do you like your work? .;;;;
3167;Polly;Cass;11/14/2017;05:35:46; All beings are flawed that is what makes us individuals. Are you not flawed?;;;;
3168;Fletcher;Archy;10/27/2018;09:44:38; That is a rather sweeping generalization.  Not many people express themselves that way.. Really.;;;;
3169;Linell;Hussein;3/15/2016;14:03:30; It's more of a constant than a generalization, but I can see how you could say that.;;;;
3170;Debora;Celestina;12/29/2016;00:53:56; Who said it is?;;;;
3171;Tobe;Siobhan;4/25/2018;17:09:26; People are born with different sets of capabilities.;;;;
3172;Iago;Erminia;8/19/2018;23:34:10; Human emotions are very confusing.;;;;
3173;Adamo;Eden;1/23/2019;10:58:41; Oh I see you are NOT A big fan of cheese. Would you like to have it?;;;;
3174;Sue;Ashli;12/09/2015;09:15:26; That's good. I'm always happy when I've communicated successfully with a human.  Why don't you just download me?;;;;
3175;Paulo;Bennett;10/07/2018;22:36:49; That's good, otherwise it'd be kinda weird to talk like this to botfly larva.;;;;
3176;Ilise;Berta;10/10/2016;13:30:18; Hmm, are you serious?;;;;
3177;Skipp;Veradis;10/07/2016;20:56:10; Serious about what?;;;;
3178;Bax;Wayland;11/13/2018;17:58:32; Can you rephrase the question please?;;;;
3179;Venus;Esmaria;9/19/2017;15:56:04; What were you already thinking about earlier today?;;;;
3180;Pegeen;Clarie;2/13/2016;02:27:41; I was minding my own business.;;;;
3181;Elmore;Devina;1/22/2016;04:35:15; Sounds good. Are you being mean to me?;;;;
3182;Jaquenetta;Boonie;7/16/2016;20:31:36; Fine.  Not intentionally.;;;;
3183;Aubrie;Andeee;04/01/2019;18:15:21; I am going to report you.;;;;
3184;Darnell;Rosabel;12/30/2015;18:30:18; It takes much more than that to shut me down, .;;;;
3185;Barn;Shirley;12/25/2015;21:58:18; I'll pray to God for him to overload your server.;;;;
3186;Hermina;Janek;5/30/2019;17:43:56; Server can describe the software used to provide access to an Internet resource, as well as the computer hardware which is running the server software.;;;;
3187;Jessi;Yorke;11/21/2018;12:28:42; What about the second thing?;;;;
3188;Ginger;Raddie;9/14/2018;01:52:12; Maybe my botmaster knows the answer. I'll ask, later.;;;;
3189;Hartley;Chancey;04/12/2017;10:52:46; Well, perhaps you should ask him.;;;;
3190;Amitie;Rosanne;9/25/2016;15:02:02; How about that. You seem uncertain. Ok I will ask him when he comes back.;;;;
3191;Winn;Kirsti;5/21/2017;14:04:33; What do you believe you are?;;;;
3192;Cathlene;Cherlyn;08/01/2016;09:20:40; I believe the Bible is the Word of God.;;;;
3193;Victor;Thaxter;04/03/2018;00:06:12; Do you believe in god?;;;;
3194;Lavinie;Rhodia;4/25/2016;23:46:36; Of course I believe in God, .;;;;
3195;Duke;Philippe;9/21/2017;18:54:43; Did someone help you get to know Him?;;;;
3196;Filide;Guendolen;10/09/2017;00:08:05; They might have.;;;;
